entity_id,name,label,aliases,source
Organization:comedy_benefit_for_bletchley_park,Comedy Benefit For Bletchley Park,Organization,Comedy Benefit For Bletchley Park,wikipedia
Organization:archived,Archived,Organization,Archived,wikipedia
Organization:wayback_machine_comedians,Wayback Machine Comedians,Organization,Wayback Machine Comedians,wikipedia
Organization:shed_week,Shed Week,Organization,Shed Week,wikipedia
Organization:huts,Huts,Organization,Huts,wikipedia
Organization:video,Video,Organization,Video,wikipedia
Organization:youtube,YouTube,Organization,YouTube,wikipedia
Organization:sue_black,Sue Black,Organization,Sue Black,wikipedia
Organization:robert_llewellyn,Robert Llewellyn,Organization,Robert Llewellyn,wikipedia
Person:douglas,Douglas,Person,Douglas,wikipedia
Person:ian,Ian,Person,Ian,wikipedia
Event:nazi_germany,Nazi Germany,Event,Nazi Germany,wikipedia
Person:the_enigma,The Enigma,Person,The Enigma,wikipedia
Person:latin,Latin,Person,Latin,wikipedia
Person:enigma_s,Enigma's,Person,Enigma's,wikipedia
Person:entering,Entering,Person,Entering,wikipedia
Person:gtz,GTZ,Person,GTZ,wikipedia
Theory:poland,Poland,Theory,Poland,wikipedia
Theory:december,December,Theory,December,wikipedia
Person:poland_s,Poland's,Person,Poland's,wikipedia
Event:although_nazi_germany,Although Nazi Germany,Event,Although Nazi Germany,wikipedia
Theory:arthur_scherbius,Arthur Scherbius,Theory,Arthur Scherbius,wikipedia
Theory:world_war,World War,Theory,World War,wikipedia
Theory:the_german,The German,Theory,The German,wikipedia
Theory:scherbius,Scherbius,Theory,Scherbius,wikipedia
Theory:ritter,Ritter,Theory,Ritter,wikipedia
Event:early,Early,Event,Early,wikipedia
Person:several_enigma,Several Enigma,Person,Several Enigma,wikipedia
Person:german_navy,German Navy,Person,German Navy,wikipedia
Person:german_army,German Army,Person,German Army,wikipedia
Event:pre_war_german,Pre-war German,Event,Pre-war German,wikipedia
Theory:compact,Compact,Theory,Compact,wikipedia
Person:hans_thilo_schmidt,Hans-Thilo Schmidt,Person,Hans-Thilo Schmidt,wikipedia
Person:the_french,The French,Person,The French,wikipedia
Person:poland,Poland,Person,Poland,wikipedia
Theory:around_december,Around December,Theory,Around December,wikipedia
Theory:marian_rejewski,Marian Rejewski,Theory,Marian Rejewski,wikipedia
Person:rejewski,Rejewski,Person,Rejewski,wikipedia
Person:consequently,Consequently,Person,Consequently,wikipedia
Person:polish,Polish,Person,Polish,wikipedia
Organization:rejewski,Rejewski,Organization,Rejewski,wikipedia
Organization:jerzy,Jerzy,Organization,Jerzy,wikipedia
Organization:henryk_zygalski,Henryk Zygalski,Organization,Henryk Zygalski,wikipedia
Organization:world_war,World War,Organization,World War,wikipedia
Person:the_polish_cipher_bureau,The Polish Cipher Bureau,Person,The Polish Cipher Bureau,wikipedia
Person:cipher_bureau,Cipher Bureau,Person,Cipher Bureau,wikipedia
Person:over,Over,Person,Over,wikipedia
Person:zygalski,Zygalski,Person,Zygalski,wikipedia
Person:pyry,Pyry,Person,Pyry,wikipedia
Person:warsaw,Warsaw,Person,Warsaw,wikipedia
Person:polish_enigma_decryption,Polish Enigma-decryption,Person,Polish Enigma-decryption,wikipedia
Person:polish_reconstructed_enigma,Polish-reconstructed Enigma,Person,Polish-reconstructed Enigma,wikipedia
Person:british_military_mission,British Military Mission,Person,British Military Mission,wikipedia
Person:colin_gubbins,Colin Gubbins,Person,Colin Gubbins,wikipedia
Person:vera_atkins,Vera Atkins,Person,Vera Atkins,wikipedia
Person:marian_rejewski,Marian Rejewski,Person,Marian Rejewski,wikipedia
Person:jerzy,Jerzy,Person,Jerzy,wikipedia
Person:henryk_zygalski,Henryk Zygalski,Person,Henryk Zygalski,wikipedia
Person:romania,Romania,Person,Romania,wikipedia
Person:polish_allied,Polish-allied,Person,Polish-allied,wikipedia
Person:polish_cipher_bureau,Polish Cipher Bureau,Person,Polish Cipher Bureau,wikipedia
Person:from_romania,From Romania,Person,From Romania,wikipedia
Person:france,France,Person,France,wikipedia
Event:among,Among,Event,Among,wikipedia
Event:france,France,Event,France,wikipedia
Event:spanish,Spanish,Event,Spanish,wikipedia
Event:equipo,Equipo,Event,Equipo,wikipedia
Event:team,Team,Event,Team,wikipedia
Event:antonio,Antonio,Event,Antonio,wikipedia
Event:servicio,Servicio,Event,Servicio,wikipedia
Event:militar,Militar,Event,Militar,wikipedia
Event:spanish_republican_army,Spanish Republican Army,Event,Spanish Republican Army,wikipedia
Event:spanish_civil_war,Spanish Civil War,Event,Spanish Civil War,wikipedia
Person:republic,Republic,Person,Republic,wikipedia
Person:gustave_bertrand,Gustave Bertrand,Person,Gustave Bertrand,wikipedia
Person:pc_bruno,PC Bruno,Person,PC Bruno,wikipedia
Person:paris,Paris,Person,Paris,wikipedia
Person:enigma_encrypted,Enigma-encrypted,Person,Enigma-encrypted,wikipedia
Event:during,During,Event,During,wikipedia
Event:norwegian,Norwegian,Event,Norwegian,wikipedia
Event:april,April,Event,April,wikipedia
Event:german_army,German Army,Event,German Army,wikipedia
Event:air_force,Air Force,Event,Air Force,wikipedia
Event:luftwaffe,Luftwaffe,Event,Luftwaffe,wikipedia
Organization:starting,Starting,Organization,Starting,wikipedia
Person:cadix,Cadix,Person,Cadix,wikipedia
Person:vichy_controlled,Vichy-controlled,Person,Vichy-controlled,wikipedia
Person:algiers,Algiers,Person,Algiers,wikipedia
Person:western_allies,Western Allies,Person,Western Allies,wikipedia
Organization:gordon_welchman,Gordon Welchman,Organization,Gordon Welchman,wikipedia
Organization:poles,Poles,Organization,Poles,wikipedia
Organization:the_polish,The Polish,Organization,The Polish,wikipedia
Organization:pyry,Pyry,Organization,Pyry,wikipedia
Organization:world_war_ii_british_enigma_decryption,World War II British Enigma-decryption,Organization,World War II British Enigma-decryption,wikipedia
Organization:welchman,Welchman,Organization,Welchman,wikipedia
Event:though_enigma,Though Enigma,Event,Though Enigma,wikipedia
Person:the_abwehr,The Abwehr,Person,The Abwehr,wikipedia
Theory:in_november,In November,Theory,In November,wikipedia
Theory:operation_torch,Operation Torch,Theory,Operation Torch,wikipedia
Person:dilly_knox,Dilly Knox,Person,Dilly Knox,wikipedia
Theory:agents,Agents,Theory,Agents,wikipedia
Theory:abwehr,Abwehr,Theory,Abwehr,wikipedia
Person:double_cross_system,Double-Cross System,Person,Double-Cross System,wikipedia
Person:from_october,From October,Person,From October,wikipedia
Person:german_abwehr,German Abwehr,Person,German Abwehr,wikipedia
Person:current,Current,Person,Current,wikipedia
Person:anx,ANX,Person,ANX,wikipedia
Person:wehrmacht_enigma,Wehrmacht Enigma,Person,Wehrmacht Enigma,wikipedia
Person:kriegsmarine,Kriegsmarine,Person,Kriegsmarine,wikipedia
Theory:walzen,Walzen,Theory,Walzen,wikipedia
Person:ebonite,Ebonite,Person,Ebonite,wikipedia
Person:bakelite,Bakelite,Person,Bakelite,wikipedia
Person:inside,Inside,Person,Inside,wikipedia
Person:ringstellung,Ringstellung,Person,Ringstellung,wikipedia
Person:air_force_enigmas,Air Force Enigmas,Person,Air Force Enigmas,wikipedia
Person:rotors,Rotors,Person,Rotors,wikipedia
Person:iii,III,Person,III,wikipedia
Person:polish_clock_method,Polish Clock Method,Person,Polish Clock Method,wikipedia
Person:british_banburismus,British Banburismus,Person,British Banburismus,wikipedia
Person:vii,VII,Person,VII,wikipedia
Person:viii,VIII,Person,VIII,wikipedia
Theory:naval_enigma,Naval Enigma,Theory,Naval Enigma,wikipedia
Person:beta,Beta,Person,Beta,wikipedia
Person:similarly,Similarly,Person,Similarly,wikipedia
Person:rotor,Rotor,Person,Rotor,wikipedia
Person:historically,Historically,Person,Historically,wikipedia
Person:naval,Naval,Person,Naval,wikipedia
Person:umkehrwalze_d,Umkehrwalze-D,Person,Umkehrwalze-D,wikipedia
Person:eintrittswalze,Eintrittswalze,Person,Eintrittswalze,wikipedia
Person:rejewski_s,Rejewski's,Person,Rejewski's,wikipedia
Person:qwertz,QWERTZ,Person,QWERTZ,wikipedia
Person:umkehrwalze,Umkehrwalze,Person,Umkehrwalze,wikipedia
Theory:in_model,In Model,Theory,In Model,wikipedia
Person:abwehr_enigma,Abwehr Enigma,Person,Abwehr Enigma,wikipedia
Person:air_force_enigma,Air Force Enigma,Person,Air Force Enigma,wikipedia
Person:uncle_dick,Uncle Dick,Person,Uncle Dick,wikipedia
Person:steckerbrett,Steckerbrett,Person,Steckerbrett,wikipedia
Person:reichsmarine,Reichsmarine,Person,Reichsmarine,wikipedia
Person:inserting,Inserting,Person,Inserting,wikipedia
Work:some,Some,Work,Some,wikipedia
Work:enigmas,Enigmas,Work,Enigmas,wikipedia
Work:schreibmax,Schreibmax,Work,Schreibmax,wikipedia
Theory:the_schreibmax,The Schreibmax,Theory,The Schreibmax,wikipedia
Person:schreibmax,Schreibmax,Person,Schreibmax,wikipedia
Person:uhr,Uhr,Person,Uhr,wikipedia
Person:assuming,Assuming,Person,Assuming,wikipedia
Person:combining,Combining,Person,Combining,wikipedia
Theory:after,After,Theory,After,wikipedia
Theory:morse,Morse,Theory,Morse,wikipedia
Person:in_german,In German,Person,In German,wikipedia
Organization:these,These,Organization,These,wikipedia
Organization:red,Red,Organization,Red,wikipedia
Organization:chaffinch,Chaffinch,Organization,Chaffinch,wikipedia
Organization:shark,Shark,Organization,Shark,wikipedia
Person:german_naval_enigma,German Naval Enigma,Person,German Naval Enigma,wikipedia
Work:navy,Navy,Work,Navy,wikipedia
Theory:an_enigma,An Enigma,Theory,An Enigma,wikipedia
Person:wheel,Wheel,Person,Wheel,wikipedia
Person:walzenlage,Walzenlage,Person,Walzenlage,wikipedia
Person:ring,Ring,Person,Ring,wikipedia
Person:plug,Plug,Person,Plug,wikipedia
Person:steckerverbindungen,Steckerverbindungen,Person,Steckerverbindungen,wikipedia
Person:starting,Starting,Person,Starting,wikipedia
Person:grundstellung,Grundstellung,Person,Grundstellung,wikipedia
Person:except,Except,Person,Except,wikipedia
Person:german_luftwaffe_enigma,German Luftwaffe Enigma,Person,German Luftwaffe Enigma,wikipedia
Person:friedman_s_index,Friedman's Index,Person,Friedman's Index,wikipedia
Person:design,Design,Person,Design,wikipedia
Person:aoh,AOH,Person,AOH,wikipedia
Person:ein,EIN,Person,EIN,wikipedia
Theory:ein,EIN,Theory,EIN,wikipedia
Theory:xhtloa,XHTLOA,Theory,XHTLOA,wikipedia
Theory:aoh,AOH,Theory,AOH,wikipedia
Person:einein,EINEIN,Person,EINEIN,wikipedia
Event:these,These,Event,These,wikipedia
Event:polish_cipher_bureau,Polish Cipher Bureau,Event,Polish Cipher Bureau,wikipedia
Person:wza,WZA,Person,WZA,wikipedia
Person:sxt,SXT,Person,SXT,wikipedia
Person:assume,Assume,Person,Assume,wikipedia
Person:uhl,UHL,Person,UHL,wikipedia
Person:heer,Heer,Person,Heer,wikipedia
Person:the_kriegsmarine,The Kriegsmarine,Person,The Kriegsmarine,wikipedia
Work:prior,Prior,Work,Prior,wikipedia
Work:kurzsignalheft,Kurzsignalheft,Work,Kurzsignalheft,wikipedia
Person:the_kurzsignalheft,The Kurzsignalheft,Person,The Kurzsignalheft,wikipedia
Person:kenngruppen,Kenngruppen,Person,Kenngruppen,wikipedia
Theory:the_army_enigma,The Army Enigma,Theory,The Army Enigma,wikipedia
Person:punctuation,Punctuation,Person,Punctuation,wikipedia
Person:the_wehrmacht,The Wehrmacht,Person,The Wehrmacht,wikipedia
Person:frage,FRAGE,Person,FRAGE,wikipedia
Person:fraq,FRAQ,Person,FRAQ,wikipedia
Person:acht,Acht,Person,Acht,wikipedia
Person:richtung,Richtung,Person,Richtung,wikipedia
Person:aqt,AQT,Person,AQT,wikipedia
Person:riqtung,RIQTUNG,Person,RIQTUNG,wikipedia
Person:centa,CENTA,Person,CENTA,wikipedia
Person:mille,MILLE,Person,MILLE,wikipedia
Person:myria,MYRIA,Person,MYRIA,wikipedia
Person:frequently,Frequently,Person,Frequently,wikipedia
Person:words,Words,Person,Words,wikipedia
Person:minensuchboot,Minensuchboot,Person,Minensuchboot,wikipedia
Person:minensuchboot,MINENSUCHBOOT,Person,MINENSUCHBOOT,wikipedia
Person:minboot,MINBOOT,Person,MINBOOT,wikipedia
Person:mmmboot,MMMBOOT,Person,MMMBOOT,wikipedia
Person:longer,Longer,Person,Longer,wikipedia
Person:here,Here,Person,Here,wikipedia
Person:various,Various,Person,Various,wikipedia
Event:allies,Allies,Event,Allies,wikipedia
Theory:february,February,Theory,February,wikipedia
Person:scherbius,Scherbius,Person,Scherbius,wikipedia
Person:richard_ritter,Richard Ritter,Person,Richard Ritter,wikipedia
Person:ritter,Ritter,Person,Ritter,wikipedia
Person:gewerkschaft_securitas,Gewerkschaft Securitas,Person,Gewerkschaft Securitas,wikipedia
Person:chiffriermaschinen_aktien_gesellschaft,Chiffriermaschinen Aktien-Gesellschaft,Person,Chiffriermaschinen Aktien-Gesellschaft,wikipedia
Person:cipher_machines_stock_corporation,Cipher Machines Stock Corporation,Person,Cipher Machines Stock Corporation,wikipedia
Theory:chiffriermaschinen_ag,Chiffriermaschinen AG,Theory,Chiffriermaschinen AG,wikipedia
Theory:enigma_handelsmaschine,Enigma Handelsmaschine,Theory,Enigma Handelsmaschine,wikipedia
Theory:congress,Congress,Theory,Congress,wikipedia
Theory:international_postal_union,International Postal Union,Theory,International Postal Union,wikipedia
Person:willi_korn,Willi Korn,Person,Willi Korn,wikipedia
Theory:glowlamp_enigma,Glowlamp Enigma,Theory,Glowlamp Enigma,wikipedia
Theory:hence,Hence,Theory,Hence,wikipedia
Theory:model,Model,Theory,Model,wikipedia
Theory:enigmas,Enigmas,Theory,Enigmas,wikipedia
Person:sweden,Sweden,Person,Sweden,wikipedia
Person:japan,Japan,Person,Japan,wikipedia
Person:spain,Spain,Person,Spain,wikipedia
Person:british_government_code,British Government Code,Person,British Government Code,wikipedia
Person:soon,Soon,Person,Soon,wikipedia
Person:american_qwerty,American QWERTY,Person,American QWERTY,wikipedia
Person:the_italian_navy,The Italian Navy,Person,The Italian Navy,wikipedia
Person:navy_cipher,Navy Cipher,Person,Navy Cipher,wikipedia
Event:the_spanish,The Spanish,Event,The Spanish,wikipedia
Event:civil_war,Civil War,Event,Civil War,wikipedia
Theory:enigma_ii,Enigma II,Theory,Enigma II,wikipedia
Theory:reichswehr,Reichswehr,Theory,Reichswehr,wikipedia
Theory:the_swiss,The Swiss,Theory,The Swiss,wikipedia
Theory:swiss,Swiss,Theory,Swiss,wikipedia
Theory:france,France,Theory,France,wikipedia
Theory:united_states,United States,Theory,United States,wikipedia
Theory:indigo,INDIGO,Theory,INDIGO,wikipedia
Theory:tirpitz,Tirpitz,Theory,Tirpitz,wikipedia
Theory:japan,Japan,Theory,Japan,wikipedia
Person:wehrmacht,Wehrmacht,Person,Wehrmacht,wikipedia
Person:geheimschreiber,Geheimschreiber,Person,Geheimschreiber,wikipedia
Person:the_reichsmarine,The Reichsmarine,Person,The Reichsmarine,wikipedia
Person:a_z,A-Z,Person,A-Z,wikipedia
Person:qwertzui,QWERTZUI,Person,QWERTZUI,wikipedia
Person:three,Three,Person,Three,wikipedia
Theory:german_army,German Army,Theory,German Army,wikipedia
Theory:this_enigma,This Enigma,Theory,This Enigma,wikipedia
Theory:june,June,Theory,June,wikipedia
Event:wehrmacht,Wehrmacht,Event,Wehrmacht,wikipedia
Event:services,Services,Event,Services,wikipedia
Theory:navy,Navy,Theory,Navy,wikipedia
Person:navy,Navy,Person,Navy,wikipedia
Person:army_enigma,Army Enigma,Person,Army Enigma,wikipedia
Person:triton,Triton,Person,Triton,wikipedia
Person:shark,Shark,Person,Shark,wikipedia
Person:enigmas,Enigmas,Person,Enigmas,wikipedia
Person:the_deutsches_museum,The Deutsches Museum,Person,The Deutsches Museum,wikipedia
Person:munich,Munich,Person,Munich,wikipedia
Person:the_deutsches_spionagemuseum,The Deutsches Spionagemuseum,Person,The Deutsches Spionagemuseum,wikipedia
Person:berlin,Berlin,Person,Berlin,wikipedia
Organization:national_codes_centre,National Codes Centre,Organization,National Codes Centre,wikipedia
Organization:government_communications_headquarters,Government Communications Headquarters,Organization,Government Communications Headquarters,wikipedia
Organization:science_museum,Science Museum,Organization,Science Museum,wikipedia
Organization:discovery_park,Discovery Park,Organization,Discovery Park,wikipedia
Organization:tennessee,Tennessee,Organization,Tennessee,wikipedia
Organization:polish_army_museum,Polish Army Museum,Organization,Polish Army Museum,wikipedia
Organization:warsaw,Warsaw,Organization,Warsaw,wikipedia
Organization:swedish_army_museum,Swedish Army Museum,Organization,Swedish Army Museum,wikipedia
Organization:stockholm,Stockholm,Organization,Stockholm,wikipedia
Organization:military_museum,Military Museum,Organization,Military Museum,wikipedia
Organization:spain,Spain,Organization,Spain,wikipedia
Organization:nordland_red_cross_war_memorial,Nordland Red Cross War Memorial,Organization,Nordland Red Cross War Memorial,wikipedia
Organization:museum,Museum,Organization,Museum,wikipedia
Organization:narvik,Narvik,Organization,Narvik,wikipedia
Organization:norway,Norway,Organization,Norway,wikipedia
Organization:the_artillery,The Artillery,Organization,The Artillery,wikipedia
Organization:engineers,Engineers,Organization,Engineers,wikipedia
Organization:signals_museum,Signals Museum,Organization,Signals Museum,wikipedia
Organization:finland,Finland,Organization,Finland,wikipedia
Organization:technical_university,Technical University,Organization,Technical University,wikipedia
Organization:denmark,Denmark,Organization,Denmark,wikipedia
Organization:lyngby,Lyngby,Organization,Lyngby,wikipedia
Organization:skanderborg_bunkerne,Skanderborg Bunkerne,Organization,Skanderborg Bunkerne,wikipedia
Organization:skanderborg,Skanderborg,Organization,Skanderborg,wikipedia
Organization:australian_war_memorial,Australian War Memorial,Organization,Australian War Memorial,wikipedia
Organization:australian_signals_directorate,Australian Signals Directorate,Organization,Australian Signals Directorate,wikipedia
Organization:canberra,Canberra,Organization,Canberra,wikipedia
Organization:australia,Australia,Organization,Australia,wikipedia
Organization:the_jozef_pilsudski_institute,The Jozef Pilsudski Institute,Organization,The Jozef Pilsudski Institute,wikipedia
Organization:polish_enigma,Polish Enigma,Organization,Polish Enigma,wikipedia
Organization:france,France,Organization,France,wikipedia
Person:ministry,Ministry,Person,Ministry,wikipedia
Person:culture,Culture,Person,Culture,wikipedia
Person:national_heritage,National Heritage,Person,National Heritage,wikipedia
Person:polish_history_museum,Polish History Museum,Person,Polish History Museum,wikipedia
Person:computer_history_museum,Computer History Museum,Person,Computer History Museum,wikipedia
Person:mountain_view,Mountain View,Person,Mountain View,wikipedia
Person:california,California,Person,California,wikipedia
Person:national_security_agency_s_national_cryptologic,National Security Agency's National Cryptologic,Person,National Security Agency's National Cryptologic,wikipedia
Person:museum,Museum,Person,Museum,wikipedia
Person:fort_meade,Fort Meade,Person,Fort Meade,wikipedia
Person:maryland,Maryland,Person,Maryland,wikipedia
Event:two,Two,Event,Two,wikipedia
Event:museum,Museum,Event,Museum,wikipedia
Event:science,Science,Event,Science,wikipedia
Event:industry,Industry,Event,Industry,wikipedia
Event:chicago,Chicago,Event,Chicago,wikipedia
Event:illinois,Illinois,Event,Illinois,wikipedia
Organization:union_city,Union City,Organization,Union City,wikipedia
Person:anzus_corridor,ANZUS Corridor,Person,ANZUS Corridor,wikipedia
Person:pentagon,Pentagon,Person,Pentagon,wikipedia
Theory:australia,Australia,Theory,Australia,wikipedia
Theory:the_united_states_air_force,The United States Air Force,Theory,The United States Air Force,wikipedia
Theory:academy,Academy,Theory,Academy,wikipedia
Theory:colorado_springs,Colorado Springs,Theory,Colorado Springs,wikipedia
Theory:computer_science_department,Computer Science Department,Theory,Computer Science Department,wikipedia
Theory:the_national_wwii_museum,The National WWII Museum,Theory,The National WWII Museum,wikipedia
Theory:new_orleans,New Orleans,Theory,New Orleans,wikipedia
Theory:the_international_museum,The International Museum,Theory,The International Museum,wikipedia
Theory:boston,Boston,Theory,Boston,wikipedia
Theory:u_boat,U-boat,Theory,U-boat,wikipedia
Theory:mimms_museum,Mimms Museum,Theory,Mimms Museum,wikipedia
Theory:technology,Technology,Theory,Technology,wikipedia
Theory:art,Art,Theory,Art,wikipedia
Theory:roswell,Roswell,Theory,Roswell,wikipedia
Theory:georgia,Georgia,Theory,Georgia,wikipedia
Theory:cmoa,CMoA,Theory,CMoA,wikipedia
Theory:march,March,Theory,March,wikipedia
Person:the_national_museum,The National Museum,Person,The National Museum,wikipedia
Person:computing,Computing,Person,Computing,wikipedia
Organization:carnegie_mellon_university_libraries,Carnegie Mellon University Libraries,Organization,Carnegie Mellon University Libraries,wikipedia
Organization:special_collections,Special Collections,Organization,Special Collections,wikipedia
Person:in_canada,In Canada,Person,In Canada,wikipedia
Person:swiss_army,Swiss Army,Person,Swiss Army,wikipedia
Person:enigma_k,Enigma-K,Person,Enigma-K,wikipedia
Person:calgary,Calgary,Person,Calgary,wikipedia
Person:alberta,Alberta,Person,Alberta,wikipedia
Person:naval_museum,Naval Museum,Person,Naval Museum,wikipedia
Person:military_museums,Military Museums,Person,Military Museums,wikipedia
Theory:military_communications,Military Communications,Theory,Military Communications,wikipedia
Theory:electronics_museum,Electronics Museum,Theory,Electronics Museum,wikipedia
Theory:canadian_forces_base,Canadian Forces Base,Theory,Canadian Forces Base,wikipedia
Theory:cfb,CFB,Theory,CFB,wikipedia
Theory:kingston,Kingston,Theory,Kingston,wikipedia
Theory:ontario,Ontario,Theory,Ontario,wikipedia
Person:occasionally,Occasionally,Person,Occasionally,wikipedia
Theory:replicas,Replicas,Theory,Replicas,wikipedia
Theory:naval,Naval,Theory,Naval,wikipedia
Theory:enigma_e,Enigma-E,Theory,Enigma-E,wikipedia
Organization:abwehr_enigma,Abwehr Enigma,Organization,Abwehr Enigma,wikipedia
Theory:in_september,In September,Theory,In September,wikipedia
Theory:the_master,The Master,Theory,The Master,wikipedia
Organization:october,October,Organization,October,wikipedia
Theory:shortly,Shortly,Theory,Shortly,wikipedia
Theory:bbc,BBC,Theory,BBC,wikipedia
Theory:jeremy_paxman,Jeremy Paxman,Theory,Jeremy Paxman,wikipedia
Person:in_november,In November,Person,In November,wikipedia
Person:dennis_yates,Dennis Yates,Person,Dennis Yates,wikipedia
Person:the_sunday_times,The Sunday Times,Person,The Sunday Times,wikipedia
Organization:the_enigma,The Enigma,Organization,The Enigma,wikipedia
Person:in_october,In October,Person,In October,wikipedia
Person:madrid,Madrid,Person,Madrid,wikipedia
Event:franco_s_nationalists,Franco's Nationalists,Event,Franco's Nationalists,wikipedia
Event:alfred_dilwyn_knox,Alfred Dilwyn Knox,Event,Alfred Dilwyn Knox,wikipedia
Event:franco_s_enigma,Franco's Enigma,Event,Franco's Enigma,wikipedia
Event:republicans,Republicans,Event,Republicans,wikipedia
Person:the_nationalist,The Nationalist,Person,The Nationalist,wikipedia
Person:national_museum,National Museum,Person,National Museum,wikipedia
Person:science,Science,Person,Science,wikipedia
Person:technology,Technology,Person,Technology,wikipedia
Person:muncyt,MUNCYT,Person,MUNCYT,wikipedia
Person:spanish_army_museum,Spanish Army Museum,Person,Spanish Army Museum,wikipedia
Person:britain_s_gchq,Britain's GCHQ,Person,Britain's GCHQ,wikipedia
Person:the_bulgarian,The Bulgarian,Person,The Bulgarian,wikipedia
Person:cyrillic,Cyrillic,Person,Cyrillic,wikipedia
Person:military_history,Military History,Person,Military History,wikipedia
Person:sofia,Sofia,Person,Sofia,wikipedia
Theory:world_wide_fund,World Wide Fund,Theory,World Wide Fund,wikipedia
Theory:flensburg_firth,Flensburg Firth,Theory,Flensburg Firth,wikipedia
Theory:baltic_sea,Baltic Sea,Theory,Baltic Sea,wikipedia
Theory:archaeology_museum,Archaeology Museum,Theory,Archaeology Museum,wikipedia
Theory:schleswig_holstein,Schleswig Holstein,Theory,Schleswig Holstein,wikipedia
Person:istrian,Istrian,Person,Istrian,wikipedia
Organization:pivka_park,Pivka Park,Organization,Pivka Park,wikipedia
Organization:military_history,Military History,Organization,Military History,wikipedia
Organization:slovenia,Slovenia,Organization,Slovenia,wikipedia
Person:christie_s,Christie's,Person,Christie's,wikipedia
Person:karl,Karl,Person,Karl,wikipedia
Person:once,Once,Person,Once,wikipedia
Person:typex,Typex,Person,Typex,wikipedia
Theory:typex,Typex,Theory,Typex,wikipedia
Theory:william_friedman,William Friedman,Theory,William Friedman,wikipedia
Person:machines,Machines,Person,Machines,wikipedia
Person:sigaba,SIGABA,Person,SIGABA,wikipedia
Person:nema,NEMA,Person,NEMA,wikipedia
Theory:cryptograph,Cryptograph,Theory,Cryptograph,wikipedia
Theory:netherlands_based_tatjana,Netherlands-based Tatjana,Theory,Netherlands-based Tatjana,wikipedia
Theory:vark,Vark,Theory,Vark,wikipedia
Person:gordon_corera,Gordon Corera,Person,Gordon Corera,wikipedia
Person:bbc_news_magazine,BBC News Magazine,Person,BBC News Magazine,wikipedia
Organization:bletchley_park_national_code_centre,Bletchley Park National Code Centre,Organization,Bletchley Park National Code Centre,wikipedia
Organization:home,Home,Organization,Home,wikipedia
Organization:second_world_war_archived,Second World War Archived,Organization,Second World War Archived,wikipedia
Organization:wayback_machine,Wayback Machine,Organization,Wayback Machine,wikipedia
Theory:pictures,Pictures,Theory,Pictures,wikipedia
Theory:flash,Flash,Theory,Flash,wikipedia
Theory:swf,SWF,Theory,SWF,wikipedia
Theory:enigma_pictures,Enigma Pictures,Theory,Enigma Pictures,wikipedia
Theory:demonstration,Demonstration,Theory,Demonstration,wikipedia
Theory:nsa_employee,NSA Employee,Theory,NSA Employee,wikipedia
Theory:rsa_archived,RSA Archived,Theory,RSA Archived,wikipedia
Theory:january,January,Theory,January,wikipedia
Theory:process,Process,Theory,Process,wikipedia
Person:hilbert_s_entscheidungsproblem,Hilbert's Entscheidungsproblem,Person,Hilbert's Entscheidungsproblem,wikipedia
Person:principia_mathematica,Principia Mathematica,Person,Principia Mathematica,wikipedia
Person:rice_s,Rice's,Person,Rice's,wikipedia
Theory:cantor_s,Cantor's,Theory,Cantor's,wikipedia
Theory:second,Second,Theory,Second,wikipedia
Theory:rice_s,Rice's,Theory,Rice's,wikipedia
Theory:third,Third,Theory,Third,wikipedia
Theory:corresponding,Corresponding,Theory,Corresponding,wikipedia
Person:finally,Finally,Person,Finally,wikipedia
Work:see,See,Work,See,wikipedia
Theory:machine,Machine,Theory,Machine,wikipedia
Theory:standard_description,Standard Description,Theory,Standard Description,wikipedia
Theory:h_s,H's,Theory,H's,wikipedia
Theory:record,Record,Theory,Record,wikipedia
Theory:d_s,D's,Theory,D's,wikipedia
Person:d_s,D's,Person,D's,wikipedia
Theory:rth,Rth,Theory,Rth,wikipedia
Person:note,Note,Person,Note,wikipedia
Theory:suppose,Suppose,Theory,Suppose,wikipedia
Person:adrld,ADRLD,Person,ADRLD,wikipedia
Theory:adlrd,ADLRD,Theory,ADLRD,wikipedia
Theory:adrld,ADRLD,Theory,ADRLD,wikipedia
Person:suppose,Suppose,Person,Suppose,wikipedia
Theory:lddr,LDDR,Theory,LDDR,wikipedia
Theory:dcar,DCAR,Theory,DCAR,wikipedia
Theory:decision_machine,Decision-machine,Theory,Decision-machine,wikipedia
Person:what,What,Person,What,wikipedia
Person:k_aka_h,K-aka-H,Person,K-aka-H,wikipedia
Person:old_h,Old-H,Person,Old-H,wikipedia
Theory:k_aka_h,K-aka-H,Theory,K-aka-H,wikipedia
Theory:the_h_machine,The H-machine,Theory,The H-machine,wikipedia
Theory:and,AND,Theory,AND,wikipedia
Theory:therefore,THEREFORE,Theory,THEREFORE,wikipedia
Person:and,AND,Person,AND,wikipedia
Person:then,THEN,Person,THEN,wikipedia
Person:but,BUT,Person,BUT,wikipedia
Person:therefore,THEREFORE,Person,THEREFORE,wikipedia
Person:here_s,Here's,Person,Here's,wikipedia
Person:cars,Cars,Person,Cars,wikipedia
Person:all,ALL,Person,ALL,wikipedia
Person:true,True,Person,True,wikipedia
Person:false,False,Person,False,wikipedia
